neighbourhood,neighbourhood_cleansed,has_availability,first_review,instant_bookable
"Paris, Île-de-France, France",Buttes-Montmartre,t,2012-07-17,f
"Paris, Île-de-France, France",Bourse,t,2012-06-13,f
"Paris, Île-de-France, France",Bourse,t,2012-07-03,f
"Paris, Île-de-France, France",Reuilly,t,2015-12-29,f
"Paris, Île-de-France, France",Entrepôt,t,2012-11-08,f
0,Opéra,t,2012-09-14,f
0,Opéra,t,2013-06-28,t
0,Popincourt,t,2012-06-06,f
0,Batignolles-Monceau,t,2012-06-10,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2012-07-09,f
0,Entrepôt,t,2012-06-23,f
0,Ménilmontant,t,2013-07-30,f
0,Hôtel-de-Ville,t,2012-05-22,f
"Paris, Île-de-France, France",Bourse,t,2012-08-22,t
"Paris, Île-de-France, France",Observatoire,t,2014-12-27,f
0,Passy,t,0,f
0,Hôtel-de-Ville,t,2013-07-08,f
"Paris, Île-de-France, France",Bourse,t,2012-07-15,t
"Paris, Île-de-France, France",Popincourt,t,2012-05-23,f
"Paris, Île-de-France, France",Panthéon,t,2012-06-29,f
0,Buttes-Montmartre,t,2012-05-21,f
0,Buttes-Montmartre,t,2012-05-21,f
0,Vaugirard,t,2012-10-28,f
0,Popincourt,t,0,f
"Paris, Île-de-France, France",Bourse,t,2012-05-27,f
0,Temple,t,2012-06-26,f
0,Palais-Bourbon,t,0,t
0,Vaugirard,t,2012-07-11,t
"Paris, Île-de-France, France",Hôtel-de-Ville,t,2015-09-30,f
0,Buttes-Montmartre,t,2012-06-18,f
0,Vaugirard,t,2013-01-05,t
"Paris, Île-de-France, France",Passy,t,2012-06-11,f
0,Vaugirard,t,2012-05-23,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2016-08-06,t
"Paris, Île-de-France, France",Buttes-Montmartre,t,2012-06-23,f
"Paris, Île-de-France, France",Ménilmontant,t,2012-05-28,t
0,Buttes-Montmartre,t,2012-07-25,f
"Paris, Île-de-France, France",Panthéon,t,2014-04-14,t
0,Buttes-Chaumont,t,2015-07-09,f
"Paris, Île-de-France, France",Reuilly,t,2013-07-12,f
0,Temple,t,2012-06-04,f
"Paris, Île-de-France, France",Ménilmontant,t,2015-07-10,f
"Paris, Île-de-France, France",Vaugirard,t,2015-03-15,t
0,Entrepôt,t,2012-08-02,f
"Paris, Île-de-France, France",Popincourt,t,2013-07-26,f
0,Entrepôt,t,0,f
0,Batignolles-Monceau,t,2013-06-04,f
0,Popincourt,t,2012-09-04,f
"Paris, Île-de-France, France",Popincourt,t,2012-08-18,f
"Paris, Île-de-France, France",Buttes-Chaumont,t,2012-08-13,f
"Paris, Île-de-France, France",Popincourt,t,2013-07-30,f
"Paris, Île-de-France, France",Reuilly,t,2012-07-11,f
0,Panthéon,t,2012-06-26,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2012-06-21,f
0,Temple,t,2012-08-14,f
0,Gobelins,t,2012-07-12,f
"Paris, Île-de-France, France",Popincourt,t,2012-07-11,f
"Paris, Île-de-France, France",Batignolles-Monceau,t,2012-12-24,f
"Paris, Île-de-France, France",Ménilmontant,t,2012-06-12,f
0,Temple,t,2012-07-21,f
0,Temple,t,0,f
0,Batignolles-Monceau,t,2013-07-11,f
0,Louvre,t,2012-12-08,f
0,Temple,t,2012-05-29,t
"Paris, Île-de-France, France",Entrepôt,t,2012-06-23,f
0,Vaugirard,t,2012-06-09,f
"Paris, Île-de-France, France",Reuilly,t,2013-09-30,f
0,Ménilmontant,t,2013-05-17,f
"Paris, Île-de-France, France",Opéra,t,2012-06-14,f
0,Hôtel-de-Ville,t,2012-07-11,f
0,Popincourt,t,2014-03-03,f
"Paris, Île-de-France, France",Entrepôt,t,2013-02-17,f
0,Buttes-Montmartre,t,0,f
0,Ménilmontant,t,2012-06-26,f
0,Observatoire,t,2012-07-12,t
0,Temple,t,2012-08-02,f
0,Temple,t,2012-07-28,f
0,Opéra,t,2012-07-23,f
"Paris, Île-de-France, France",Luxembourg,t,2013-08-01,f
0,Popincourt,t,2012-07-03,f
"Paris, France",Entrepôt,t,2012-08-30,f
0,Palais-Bourbon,t,2012-06-22,f
0,Ménilmontant,t,2013-08-02,f
0,Hôtel-de-Ville,t,2012-07-13,f
"Paris, Île-de-France, France",Entrepôt,t,2012-10-07,f
0,Opéra,t,2012-07-16,t
0,Hôtel-de-Ville,t,2012-09-23,t
0,Gobelins,t,2012-08-14,f
0,Entrepôt,t,2012-09-23,f
"Paris, Île-de-France, France",Batignolles-Monceau,t,2012-09-11,t
"Paris, Île-de-France, France",Ménilmontant,t,2015-07-08,f
0,Panthéon,t,2012-06-06,f
"Paris, Île-de-France, France",Entrepôt,t,2012-06-16,f
0,Reuilly,t,2013-04-10,f
"Paris, Île-de-France, France",Popincourt,t,2012-09-14,f
0,Gobelins,t,2012-06-30,f
0,Observatoire,t,2013-05-12,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2013-04-12,f
0,Entrepôt,t,2012-07-09,f
0,Popincourt,t,2012-06-14,t
"Paris, Île-de-France, France",Popincourt,t,2012-06-11,f
"Paris, Île-de-France, France",Entrepôt,t,2012-06-30,t
0,Gobelins,t,2012-08-25,f
"Paris, Île-de-France, France",Observatoire,t,2015-07-11,f
"Paris, Île-de-France, France",Buttes-Chaumont,t,2012-09-17,t
0,Buttes-Chaumont,t,2012-07-06,f
0,Reuilly,t,0,f
0,Ménilmontant,t,2012-07-05,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2012-06-20,f
0,Panthéon,t,2012-08-12,f
0,Popincourt,t,2012-07-25,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2012-07-20,f
"Paris, Île-de-France, France",Reuilly,t,2015-03-15,f
0,Ménilmontant,t,0,f
"Paris, Île-de-France, France",Vaugirard,t,0,f
"Paris, IDF, France",Hôtel-de-Ville,t,2012-08-13,f
0,Observatoire,t,0,f
0,Panthéon,t,2012-06-19,f
"Paris, Île-de-France, France",Entrepôt,t,2012-08-29,f
"Paris, Île-de-France, France",Temple,t,2012-07-16,f
0,Buttes-Montmartre,t,2015-06-30,t
0,Panthéon,t,2012-07-01,f
"Paris, Île-de-France, France",Popincourt,t,2012-09-29,f
"Paris, Île-de-France, France",Luxembourg,t,2012-06-27,t
0,Opéra,t,0,f
0,Popincourt,t,2013-08-20,f
0,Popincourt,t,2013-10-31,f
"Paris, Île-de-France, France",Vaugirard,t,2015-04-09,f
0,Buttes-Chaumont,t,2012-07-24,f
"Paris, Île-de-France, France",Ménilmontant,t,2012-07-10,f
"Paris, Île-de-France, France",Hôtel-de-Ville,t,2014-01-31,t
"Paris, Île-de-France, France",Buttes-Montmartre,t,2012-07-07,f
"Paris, Île-de-France, France",Passy,t,2013-06-17,f
"Paris, Île-de-France, France",Popincourt,t,0,f
"Paris, Île-de-France, France",Entrepôt,t,2012-09-03,f
"Paris, Île-de-France, France",Luxembourg,t,2012-07-31,f
0,Buttes-Montmartre,t,2012-07-01,f
"Paris, Île-de-France, France",Opéra,t,0,f
0,Popincourt,t,0,f
0,Panthéon,t,0,f
0,Buttes-Montmartre,t,2012-07-24,f
"Paris, Île-de-France, France",Entrepôt,t,2013-07-15,f
0,Popincourt,t,2013-09-21,f
"Paris, Île-de-France, France",Passy,t,2012-07-27,f
0,Temple,t,2012-08-03,f
0,Buttes-Chaumont,t,2014-04-24,f
"Paris, Île-de-France, France",Hôtel-de-Ville,t,2013-07-11,f
0,Ménilmontant,t,2017-02-14,f
"Paris, Île-de-France, France",Bourse,t,2014-08-02,f
"Paris, Île-de-France, France",Observatoire,t,2012-07-07,f
0,Vaugirard,t,2012-06-20,f
0,Popincourt,t,2012-09-29,f
0,Entrepôt,t,2013-01-04,t
0,Hôtel-de-Ville,t,2012-08-15,f
0,Reuilly,t,2014-08-04,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2013-07-15,f
"Paris, Île-de-France, France",Buttes-Chaumont,t,2012-07-12,f
0,Passy,t,0,f
0,Buttes-Montmartre,t,2012-08-27,f
0,Vaugirard,t,2012-09-30,f
"Paris 5e, France",Panthéon,t,2013-06-29,t
0,Panthéon,t,2012-06-30,f
0,Bourse,t,2012-06-18,t
0,Temple,t,2012-10-15,f
"Paris, Île-de-France, France",Popincourt,t,2015-01-03,f
"Paris, Île-de-France, France",Élysée,t,2012-09-01,f
0,Passy,t,2018-06-01,f
0,Passy,t,2012-07-06,f
0,Observatoire,t,2012-08-05,f
0,Vaugirard,t,2012-07-25,f
0,Gobelins,t,2017-02-15,f
0,Opéra,t,2012-10-07,f
0,Entrepôt,t,2012-07-05,f
"Paris, Île-de-France, France",Buttes-Chaumont,t,2012-07-22,f
"Paris, Île-de-France, France",Hôtel-de-Ville,t,2012-08-28,f
0,Hôtel-de-Ville,t,2013-07-03,f
0,Passy,t,2014-12-09,f
0,Bourse,t,2012-07-23,f
"Paris, Île-de-France, France",Luxembourg,t,2012-10-02,f
0,Entrepôt,t,2013-12-18,f
0,Batignolles-Monceau,t,2012-07-20,f
"Paris, Île-de-France, France",Entrepôt,t,2014-02-04,f
"Paris, Île-de-France, France",Popincourt,t,2012-07-24,f
0,Buttes-Montmartre,t,2012-09-30,f
"Paris, Île-de-France, France",Entrepôt,t,2018-04-10,f
0,Gobelins,t,2013-01-04,f
0,Popincourt,t,2012-07-09,f
"Paris, Île-de-France, France",Bourse,t,2012-09-17,f
"Paris, Île-de-France, France",Luxembourg,t,2017-10-08,t
"Paris, Île-de-France, France",Buttes-Montmartre,t,2012-10-24,f
"Paris, Île-de-France, France",Luxembourg,t,2012-06-25,t
0,Temple,t,2012-07-05,f
0,Bourse,t,2012-10-04,t
0,Entrepôt,t,2013-12-05,f
0,Buttes-Montmartre,t,2012-07-31,f
"Paris, Île-de-France, France",Ménilmontant,t,2015-06-09,f
0,Reuilly,t,2014-04-19,f
0,Passy,t,2012-07-24,f
0,Popincourt,t,2012-07-05,f
0,Bourse,t,2012-08-02,f
0,Opéra,t,2012-11-17,f
"Paris, Île-de-France, France",Bourse,t,2015-07-20,f
0,Panthéon,t,2012-07-12,f
"Paris, Île-de-France, France",Ménilmontant,t,2012-07-10,t
"Paris, Île-de-France, France",Entrepôt,t,2013-08-23,f
"Paris, Île-de-France, France",Hôtel-de-Ville,t,2012-07-29,f
"Paris, Île-de-France, France",Panthéon,t,2012-10-24,f
"Paris, Île-de-France, France",Luxembourg,t,2012-09-06,f
"Paris, Île-de-France, France",Reuilly,t,2014-05-22,f
"Paris, Île-de-France, France",Gobelins,t,2012-07-13,f
"Paris, Île-de-France, France",Ménilmontant,t,2013-11-09,f
0,Temple,t,2012-07-06,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2012-09-08,f
"Paris, Île-de-France, France",Ménilmontant,t,2016-02-07,f
0,Entrepôt,t,2015-10-31,f
"Paris, Île-de-France, France",Ménilmontant,t,2014-12-02,f
0,Vaugirard,t,2017-09-06,f
0,Ménilmontant,t,2012-10-17,t
"Paris, Île-de-France, France",Vaugirard,t,2014-08-27,t
0,Gobelins,t,2014-08-04,f
0,Popincourt,t,2012-12-31,t
0,Entrepôt,t,2012-07-30,f
0,Entrepôt,t,2012-09-17,f
0,Palais-Bourbon,t,0,f
"Paris, Île-de-France, France",Reuilly,t,2014-06-13,f
0,Buttes-Chaumont,t,2014-07-28,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2012-09-07,f
"Paris, Île-de-France, France",Opéra,t,2012-07-14,f
0,Buttes-Chaumont,t,0,f
"Paris, Île-de-France, France",Ménilmontant,t,2012-07-04,t
"Paris, Île-de-France, France",Hôtel-de-Ville,t,2012-10-05,f
0,Batignolles-Monceau,t,2012-07-10,f
"Paris, Île-de-France, France",Passy,t,0,f
0,Hôtel-de-Ville,t,2012-07-27,f
"Paris, Île-de-France, France",Entrepôt,t,2012-07-31,f
0,Entrepôt,t,2012-07-07,f
"Paris, Île-de-France, France",Entrepôt,t,0,f
0,Buttes-Montmartre,t,2015-05-01,t
0,Popincourt,t,2013-07-03,f
"Paris, Île-de-France, France",Palais-Bourbon,t,2012-07-10,f
"Paris, Île-de-France, France",Vaugirard,t,2012-09-10,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2012-07-28,f
0,Ménilmontant,t,2014-05-04,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2014-02-19,f
"Paris, Île-de-France, France",Temple,t,2012-07-06,f
0,Gobelins,t,2013-01-04,t
0,Popincourt,t,2013-09-25,f
"Paris, Île-de-France, France",Hôtel-de-Ville,t,2013-09-08,f
"Paris, Île-de-France, France",Observatoire,t,2012-10-08,f
"Paris, Île-de-France, France",Temple,t,2013-08-26,f
0,Buttes-Chaumont,t,2013-08-28,f
0,Buttes-Chaumont,t,2013-08-06,t
"Paris, Île-de-France, France",Passy,t,2016-10-08,t
0,Opéra,t,2012-07-23,f
0,Buttes-Montmartre,t,2014-08-09,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2016-07-17,f
"Paris, Île-de-France, France",Ménilmontant,t,2012-07-19,t
"Paris, Île-de-France, France",Ménilmontant,t,2012-11-01,f
"Paris, Île-de-France, France",Popincourt,t,2013-06-17,f
0,Bourse,t,2013-05-09,f
0,Vaugirard,t,2014-01-29,f
"Paris 4e arrondissement, Île-de-France, France",Hôtel-de-Ville,t,2012-08-03,f
"Paris, Île-de-France, France",Panthéon,t,2016-04-05,f
0,Palais-Bourbon,t,2012-10-09,t
"Paris, Île-de-France, France",Palais-Bourbon,t,2012-08-16,t
"Paris, Île-de-France, France",Vaugirard,t,2012-07-15,f
"Paris, Île-de-France, France",Gobelins,t,2018-06-30,t
0,Bourse,t,2013-09-21,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2012-07-24,f
0,Opéra,t,2012-09-17,f
0,Temple,t,2012-09-22,f
"Paris, Île-de-France, France",Ménilmontant,t,2013-07-04,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2013-08-24,f
"Paris, Île-de-France, France",Entrepôt,t,2012-08-20,f
"Paris, Île-de-France, France",Opéra,t,2014-09-14,t
0,Observatoire,t,2012-08-10,f
"Paris, Île-de-France, France",Reuilly,t,2012-12-04,f
"Paris, Île-de-France, France",Popincourt,t,2014-06-29,f
"Paris, Île-de-France, France",Entrepôt,t,2013-03-09,f
"Paris, Île-de-France, France",Popincourt,t,2012-08-10,f
"Paris, Île-de-France, France",Popincourt,t,2012-10-10,f
0,Panthéon,t,2012-10-09,f
"Paris, Île-de-France, France",Ménilmontant,t,2012-08-01,t
"Paris, Île-de-France, France",Buttes-Montmartre,t,2013-07-26,f
0,Buttes-Montmartre,t,2013-01-01,f
"Paris, Île-de-France, France",Popincourt,t,2014-06-04,f
0,Buttes-Montmartre,t,2014-11-20,f
0,Reuilly,t,2012-11-01,f
0,Buttes-Montmartre,t,2012-07-27,f
0,Temple,t,2012-07-17,f
0,Vaugirard,t,0,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2012-10-15,f
0,Buttes-Montmartre,t,2012-07-17,f
0,Bourse,t,2012-08-19,f
0,Buttes-Montmartre,t,0,f
0,Buttes-Montmartre,t,2013-08-14,f
"Paris, Île-de-France, France",Entrepôt,t,2012-10-29,f
"Paris, Île-de-France, France",Ménilmontant,t,2012-10-16,f
"Paris, Île-de-France, France",Observatoire,t,2012-08-05,f
"Paris, Île-de-France, France",Buttes-Chaumont,t,2013-06-10,f
0,Passy,t,2012-09-14,f
0,Opéra,t,2014-08-07,t
"Paris, IDF, France",Bourse,t,2013-04-21,f
0,Entrepôt,t,2013-08-28,f
0,Bourse,t,2012-08-20,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2012-08-02,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,0,f
"Paris, Île-de-France, France",Popincourt,t,0,f
"Paris, Île-de-France, France",Buttes-Chaumont,t,2013-05-05,f
"Paris, Île-de-France, France",Reuilly,t,2012-09-01,f
0,Buttes-Chaumont,t,2013-02-04,f
0,Popincourt,t,2012-12-30,f
0,Popincourt,t,2014-08-26,f
0,Popincourt,t,2012-08-11,f
0,Luxembourg,t,0,f
"Paris, Île-de-France, France",Entrepôt,t,2012-09-14,f
0,Luxembourg,t,2013-02-26,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2012-08-13,f
"Paris, Ile de France, France",Buttes-Chaumont,t,2012-08-04,f
0,Buttes-Montmartre,t,2012-09-14,f
0,Hôtel-de-Ville,t,2012-07-23,f
0,Observatoire,t,2013-05-13,f
"Paris, Île-de-France, France",Opéra,t,2012-09-14,f
"Paris, Île-de-France, France",Opéra,t,2012-09-01,f
"Paris, Île-de-France, France",Popincourt,t,2012-08-25,t
0,Observatoire,t,2013-03-10,f
"Paris, Île-de-France, France",Reuilly,t,2012-12-18,f
"Paris, Île-de-France, France",Passy,t,0,f
0,Opéra,t,0,f
0,Observatoire,t,2012-09-30,t
0,Popincourt,t,2014-09-26,t
"Paris, Île-de-France, France",Popincourt,t,2018-02-11,f
"Paris, Île-de-France, France",Hôtel-de-Ville,t,2015-10-30,f
0,Buttes-Montmartre,t,2012-08-06,f
"Paris, Île-de-France, France",Popincourt,t,2013-06-29,f
0,Luxembourg,t,2012-10-04,f
0,Batignolles-Monceau,t,2015-04-17,f
0,Opéra,t,2014-07-02,f
0,Panthéon,t,2012-09-06,f
0,Buttes-Montmartre,t,0,f
0,Ménilmontant,t,2014-07-14,f
0,Reuilly,t,2012-08-21,f
"Paris, Île-de-France, France",Opéra,t,2013-07-10,t
0,Élysée,t,2012-09-14,f
0,Batignolles-Monceau,t,2012-08-16,f
0,Ménilmontant,t,2013-11-04,f
"Paris, Île-de-France, France",Popincourt,t,2013-11-03,f
0,Ménilmontant,t,0,f
0,Ménilmontant,t,2013-04-02,f
0,Reuilly,t,2012-07-27,f
0,Hôtel-de-Ville,t,2012-07-24,t
0,Entrepôt,t,2012-07-23,t
0,Popincourt,t,2013-04-14,f
0,Buttes-Montmartre,t,2012-08-05,f
0,Luxembourg,t,2012-08-16,f
"Paris, Île-de-France, France",Temple,t,2012-07-23,f
0,Buttes-Chaumont,t,2012-10-11,f
0,Passy,t,2014-01-06,f
0,Popincourt,t,2013-07-16,f
0,Gobelins,t,2013-04-01,f
"Paris, Île-de-France, France",Hôtel-de-Ville,t,2013-09-02,f
0,Bourse,t,0,f
"Paris, Île-de-France, France",Entrepôt,t,2012-10-16,t
"Paris, Île-de-France, France",Buttes-Montmartre,t,2013-07-08,f
"Paris, Île-de-France, France",Popincourt,t,2012-08-19,f
0,Hôtel-de-Ville,t,2014-07-07,f
0,Entrepôt,t,2015-12-24,t
"Paris, Île-de-France, France",Observatoire,t,2013-10-14,f
0,Opéra,t,2015-07-16,t
0,Entrepôt,t,2013-04-23,f
"Paris, Île-de-France, France",Reuilly,t,0,f
"Paris, Île-de-France, France",Popincourt,t,2012-08-17,t
"Paris, Île-de-France, France",Ménilmontant,t,0,f
"Paris, Île-de-France, France",Ménilmontant,t,2015-11-01,f
0,Popincourt,t,2012-08-17,f
0,Entrepôt,t,2013-06-02,f
0,Buttes-Montmartre,t,0,f
0,Buttes-Montmartre,t,2012-08-19,f
0,Opéra,t,2012-11-07,f
"Neuilly-sur-Seine, Île-de-France, France",Passy,t,2012-09-06,f
0,Entrepôt,t,2014-09-21,f
"Paris, Île-de-France, France",Observatoire,t,0,f
0,Temple,t,2015-08-11,f
0,Vaugirard,t,0,f
0,Opéra,t,2012-10-29,f
"Paris, Île-de-France, France",Temple,t,0,t
0,Bourse,t,2013-09-24,f
"Paris, Île-de-France, France",Ménilmontant,t,2012-11-12,f
0,Buttes-Chaumont,t,2013-09-19,f
"Paris, Île-de-France, France",Observatoire,t,0,f
"Paris, Île-de-France, France",Luxembourg,t,2013-06-02,f
"Paris, Île-de-France, France",Entrepôt,t,2013-04-02,f
"Paris, Île-de-France, France",Louvre,t,2012-08-29,t
"Paris, Île-de-France, France",Hôtel-de-Ville,t,2014-01-10,f
"Paris, Île-de-France, France",Temple,t,2012-10-25,f
"Paris, Île-de-France, France",Louvre,t,2012-08-27,t
"Paris, Île-de-France, France",Batignolles-Monceau,t,2012-09-20,t
0,Observatoire,t,2012-08-10,f
0,Popincourt,t,2015-09-11,f
"Paris, Île-de-France, France",Popincourt,t,2012-08-24,f
"Paris, Île-de-France, France",Observatoire,t,2012-10-22,f
"Paris, Île-de-France, France",Popincourt,t,2012-10-03,f
"Paris, Île-de-France, France",Popincourt,t,2016-12-15,f
"Paris, Île-de-France, France",Popincourt,t,2015-10-09,f
0,Ménilmontant,t,2014-08-21,f
"Paris, Île-de-France, France",Popincourt,t,2012-08-30,f
0,Luxembourg,t,2012-10-10,f
0,Entrepôt,t,2013-04-30,f
0,Buttes-Montmartre,t,2012-10-29,f
0,Temple,t,2014-01-02,f
0,Ménilmontant,t,2012-09-14,f
0,Popincourt,t,2012-08-03,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2012-12-31,f
0,Ménilmontant,t,2012-09-14,f
"Paris, Île-de-France, France",Reuilly,t,2012-08-29,f
"Paris, Île-de-France, France",Ménilmontant,t,2012-08-08,t
0,Hôtel-de-Ville,t,2013-01-04,f
0,Popincourt,t,2012-09-11,f
0,Batignolles-Monceau,t,0,f
0,Popincourt,t,2012-10-15,f
0,Opéra,t,2012-09-24,t
0,Popincourt,t,2012-10-01,f
"Paris, Île-de-France, France",Observatoire,t,2012-09-30,f
0,Passy,t,2013-09-24,t
"Paris, Île-de-France, France",Louvre,t,2012-09-26,f
0,Entrepôt,t,2015-10-03,t
0,Batignolles-Monceau,t,2012-09-29,f
0,Palais-Bourbon,t,2013-06-05,t
0,Reuilly,t,2012-09-17,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2015-07-22,f
"Paris, Île-de-France, France",Buttes-Chaumont,t,2012-08-12,f
0,Popincourt,t,2012-09-17,f
0,Ménilmontant,t,2013-04-07,f
"Paris, Île-de-France, France",Gobelins,t,2016-03-23,f
"Paris, Île-de-France, France",Temple,t,2012-08-15,f
0,Popincourt,t,2012-09-09,f
0,Buttes-Montmartre,t,0,t
"Paris, Île-de-France, France",Bourse,t,2015-08-14,t
0,Passy,t,0,f
"Paris, Île-de-France, France",Observatoire,t,2013-01-04,t
0,Opéra,t,0,f
0,Buttes-Chaumont,t,2012-09-21,f
0,Ménilmontant,t,0,f
"Paris , Ile-de-France, France",Louvre,t,2014-01-01,f
"Paris, Île-de-France, France",Entrepôt,t,2012-09-11,t
0,Buttes-Chaumont,t,2015-10-22,f
0,Hôtel-de-Ville,t,2012-10-03,f
"Paris, Île-de-France, France",Popincourt,t,2015-04-11,f
"Paris, Île-de-France, France",Batignolles-Monceau,t,2014-07-16,f
0,Buttes-Chaumont,t,2013-01-04,f
0,Buttes-Montmartre,t,2012-09-10,f
"Paris, Île-de-France, France",Temple,t,2012-09-22,f
0,Hôtel-de-Ville,t,2019-06-20,f
"Paris, Île-de-France, France",Passy,t,2013-04-21,f
"Paris, Île-de-France, France",Ménilmontant,t,2013-01-02,f
"Paris, Île-de-France, France",Observatoire,t,2015-09-28,f
"Paris, Île-de-France, France",Entrepôt,t,2012-11-05,t
"Paris, Île-de-France, France",Popincourt,t,2014-07-20,f
0,Buttes-Chaumont,t,2012-08-31,f
"Paris, Île-de-France, France",Hôtel-de-Ville,t,2013-01-25,t
"Paris, Île-de-France, France",Popincourt,t,0,f
"Paris, Île-de-France, France",Popincourt,t,2012-09-03,f
"Paris, Île-de-France, France",Popincourt,t,2013-09-15,f
0,Popincourt,t,2012-09-14,f
0,Popincourt,t,2015-10-30,t
0,Vaugirard,t,2012-09-09,f
0,Louvre,t,2012-09-17,f
0,Temple,t,2013-04-29,f
0,Buttes-Chaumont,t,2012-10-01,f
"Paris, Île-de-France, France",Vaugirard,t,2013-08-19,f
"Paris, Île-de-France, France",Louvre,t,2016-06-08,f
0,Temple,t,2013-08-01,f
0,Popincourt,t,2017-06-27,t
0,Gobelins,t,2012-09-23,f
0,Ménilmontant,t,2014-03-29,f
0,Palais-Bourbon,t,2013-01-26,f
"Paris, Île-de-France, France",Temple,t,2013-01-05,t
0,Vaugirard,t,2012-12-17,f
"Paris, Île-de-France, France",Luxembourg,t,2015-09-18,f
0,Opéra,t,2015-06-29,f
0,Popincourt,t,2013-04-30,f
0,Observatoire,t,2012-09-21,f
0,Ménilmontant,t,0,f
0,Temple,t,2012-09-14,f
0,Popincourt,t,2013-06-23,f
0,Buttes-Montmartre,t,2013-05-27,f
0,Palais-Bourbon,t,2012-09-24,f
"Paris, Île-de-France, France",Popincourt,t,2013-02-07,f
"Paris, Île-de-France, France",Reuilly,t,2013-07-08,f
"Paris, Île-de-France, France",Vaugirard,t,2012-12-09,f
0,Bourse,t,2012-10-08,f
"Paris, Île-de-France, France",Hôtel-de-Ville,t,2014-05-30,f
0,Buttes-Chaumont,t,2017-12-29,f
0,Popincourt,t,2012-10-28,f
"Paris, Île-de-France, France",Temple,t,2012-10-06,f
0,Temple,t,2012-11-26,f
0,Hôtel-de-Ville,t,2012-09-20,f
"Paris, Île-de-France, France",Popincourt,t,2015-07-31,f
0,Passy,t,2013-10-18,f
0,Passy,t,2012-10-24,f
0,Reuilly,t,2017-01-29,t
0,Buttes-Montmartre,t,2012-10-01,f
"Paris, Île-de-France, France",Ménilmontant,t,2012-09-22,f
"Paris, Île-de-France, France",Popincourt,t,2012-10-03,f
"Paris, Île-de-France, France",Buttes-Chaumont,t,0,f
0,Batignolles-Monceau,t,2012-09-17,f
"Paris, Île-de-France, France",Popincourt,t,2012-09-14,f
"Paris, Île-de-France, France",Panthéon,t,2012-10-02,t
"Paris, Île-de-France, France",Entrepôt,t,2012-12-31,f
0,Panthéon,t,2012-10-13,f
0,Opéra,t,2012-10-02,f
0,Popincourt,t,2014-05-11,f
"Paris, Île-de-France, France",Entrepôt,t,2012-09-14,f
"Paris, Île-de-France, France",Louvre,t,2012-09-14,t
0,Buttes-Montmartre,t,0,f
0,Popincourt,t,2013-03-08,f
0,Entrepôt,t,2012-09-17,f
"Paris, Île-de-France, France",Batignolles-Monceau,t,2013-11-23,f
0,Observatoire,t,2012-10-31,f
"Paris, Île-de-France, France",Luxembourg,t,2013-06-08,f
0,Vaugirard,t,2012-10-02,t
0,Buttes-Montmartre,t,2014-04-12,f
0,Ménilmontant,t,2013-01-07,f
0,Temple,t,2013-11-11,f
0,Popincourt,t,2013-01-28,f
"Paris, Île-de-France, France",Temple,t,2012-10-22,f
"Paris, Île-de-France, France",Élysée,t,2013-06-23,f
0,Buttes-Montmartre,t,2012-11-03,f
0,Batignolles-Monceau,t,2012-12-16,f
0,Entrepôt,t,2014-08-24,f
"Paris, Île-de-France, France",Élysée,t,2013-02-05,f
0,Panthéon,t,2013-08-15,t
"Paris, Île-de-France, France",Popincourt,t,2012-09-24,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2013-12-21,t
0,Buttes-Chaumont,t,2013-01-04,f
"Paris, Île-de-France, France",Reuilly,t,2013-06-26,f
0,Vaugirard,t,2012-10-12,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2018-07-10,t
0,Buttes-Montmartre,t,0,f
"Paris, Île-de-France, France",Entrepôt,t,2014-11-02,f
